tic,status,period_grid_searched,sectors,points,discovery_points,holdout_points,tmag,distance_pc,source_sha256
77178716,screened,True,4,13031,6750,6281,13.36,32.91,f3f8974d84512bb0abb74ab52cdd32cb3cb6b5aba15c9180f507acf6e9fe3c6b
7723060,screened,True,5,18065,6715,11350,11.22,14.32,4ee3b5a8549e9f9fc585f18247fe9a7111308e6766da509debfa9a1c3608d239
77289083,screened,True,4,12999,6703,6296,13.58,36.55,b310d7839109f45e6e2f883ca6b86f1c61890aaf2ef5c0f72eb1850c0225240e
77318593,screened,True,4,11084,6209,4875,12.17,26.74,221f52409906ece76bed24849053922662823c8951c24bb2a216c080fa8d81ab
77340625,screened,True,4,13002,6727,6275,11.74,21.42,6311452f07c9d4f3200874667bfc3de6cd19b857b57da283692279445018fa3b
7739195,screened,True,4,13047,6759,6288,13.26,33.67,7b1fa6bdd95320ea17a832d520f7ae72ab6d184675266a61539118a38ef4cc00
78014053,screened,True,2,6287,6287,0,13.84,43.07,4af26ddd4fc4ebfbbd2b6287dc94fab8460cc0e255ef97a9dc821373ec75ca51
78449800,screened,True,4,12432,6059,6373,13.51,21.59,1728c76f81d8a3db54ce2561b8dd64fe8594d61431f6536722ba0004937045f1
78823293,screened,True,2,6055,6055,0,12.98,33.85,222b5888decd19afc21b6208c194e2d67eda33731cf1ef57f4fe5d7f25c34994
79611981,screened,True,5,18190,6610,11580,9.47,3.67,8cdeaa600ee8ffd2583e9a673e836fe4747e8fb08b533b8be83efd2d554b4c8d
80859893,screened,True,3,9151,3506,5645,13.86,22.91,d561a9c737fb5f0b9c3ace18290c6fdee4ee07697a3e683ebd1143571f1ba4b3
81352708,screened,True,6,18143,6337,11806,12.91,31.67,c70d962dc6172044eb5faf63689a674747d51c006d3fc63662f910a8f56b4c85
81506915,screened,True,4,12972,6887,6085,12.85,28.87,5aa6cc271af803e0ec8ea75c77fbf48a9482252f0158802ca839a1c458d9e74a
82365136,screened,True,2,5632,5632,0,13.64,37.2,c484d75e30832e33e3a8c0cfcebbd79929bbccd7abaa3b1dd9222eb2e45876b2
8347680,screened,True,4,10132,6039,4093,13.61,23.11,38b49c827acdb6913420940958d2d49f4479bcbd4b8a4e497e38c6a054274473
8527476,screened,True,3,10211,3867,6344,13.09,17.37,82efc894fe6a8d9170111ad443c16cbc4267a5ecd869f463b30627cafe80be6a
85462495,screened,True,4,12394,6827,5567,12.83,21.21,91c00f04266a46f208c78d08588481161b2b1268b81317d4eece4b02ca70974c
85536691,screened,True,5,16598,6816,9782,12.17,22.12,eb9737bfcf9325c632b678d9b83e5b92dc5d7f915683c93a81262e6ce1908c4b
85644939,screened,True,3,9816,3497,6319,13.62,27.63,dd7f756bb8509102f3a627a32de30f752cd4a571fccccec5a2bf892d1e87fa65
8589633,screened,True,4,9707,5552,4155,13.87,43.02,ca81d03a45aed1d4a8904dc5553b4bcacc0af5a8ceaf1e0c1d9bd3d4d516c90c
86231879,screened,True,3,10211,6996,3215,12.55,31.59,8954170f7780d0856697f4b74bbd60031c38bec3eec491842246f0ee7d44d9f7
86231880,screened,True,3,10237,7005,3232,12.76,31.92,03cacd474566ddd579425feb2f6a5e9f31414569449d5c214bee8b6bac2fb0b4
86265580,screened,True,4,12747,7027,5720,13.09,25.76,9549a6786627a4a4e58cbb29c47f18cb4a9c701d46baa076476306bbbe204e17
86273642,screened,True,4,12629,6990,5639,13.27,31.93,bb47868926c39a3b6b4f07871f4d8ecdc767a36472133c68cde48e6f234a28d0
86339165,screened,True,6,18176,7044,11132,12.59,25.36,9d5231fcd01920a0fdb06952d125705cc934e99e470957f26be0835877606302
86378567,screened,True,3,10108,6880,3228,13.77,40.38,26907ae324a76c20824f13737666012adc0b60e53823d82464b4fca76359e1a6
88722227,screened,True,2,6354,3715,2639,13.69,25.08,5fc67cfc5a79d6d777f6bd0715a1214b382f6e98cdf1b0d5a922b4640b67cdcd
88780524,screened,True,4,10855,5832,5023,12.91,31.07,45ce77cf0bbf7406ccb14ce6b3e8f955022c0ef47f33d00e13790cc0863fed42
89032185,screened,True,5,17373,6839,10534,12.63,26.69,e246c6f46b2967b1797c8c0e334dc401df3b9668333356647d7788f05a87ea85
9069250,screened,True,3,7890,5888,2002,13.56,27.27,5744400e780ee8dc814b1d5a69075f3aec75107b9a38d83b67ba8d00eec19a2d
91924437,screened,True,5,15817,9497,6320,13.27,19.02,3933339c1e3b82f87cf4cb79310bf6d876d415c60d05b97bcdd4165c44695553
9200076,screened,True,2,6540,3345,3195,13.96,30.08,4a59f937a192ae4a8381faba282768a69aee06dae3d6a1d38170a9420dd6580c
9378238,screened,True,2,6357,3348,3009,12.66,17.59,d43c4b5734982d116f1502d1b467cb2aecf0f06ceec549be089fbfe317a10dd0
94933725,screened,True,4,13083,3597,9486,13.6,27.49,6f2faa3a3a988d392baee3145ae1b32173e0f02776e9625afd6082ae4f837072
9825486,screened,True,4,10249,5724,4525,12.56,24.14,5f64246acc82e41bba0cb7fe3468d3e797dc55a3cfc8bce7eaccaac0f0152784
9882031,screened,True,3,8896,3277,5619,13.78,23.8,e82fffffe41910372539fab218a65710d54ccace48756c53e47cb2063fe8ad0b
99329966,screened,True,6,19348,7148,12200,13.36,27.44,bb821fbdb93264348433208b0fa3130cf85122c3b7b141954c6e154bfa0fde28
99505950,screened,True,4,12234,6695,5539,12.33,25.58,9be41b2fa10abbab27777ce6f4772a89f6c62e40f0e6afd93d53e9aaf8dc760c
99540776,screened,True,4,11404,6689,4715,11.64,18.85,35c21882859eb308c6e539f671149f0fa0bbfa5af256257561a0e3541fd44b34
