tic,status,period_grid_searched,sectors,points,discovery_points,holdout_points,tmag,distance_pc,source_sha256
10149468,screened,True,2,5860,3337,2523,13.52,27.93,6e4792c74bd68526d590a46964935abacba696a4a17f580aa7dcdd0265c0b8d4
101717144,screened,True,4,10618,5668,4950,13.08,28.09,92d0cf2f04c96b68a2646f13a29b9e077489e66a504527895ddbfedc7455ebb2
102678706,screened,True,5,16131,6837,9294,13.52,34.46,ed889e845cb6d9e665c050f228ad189c70001632811620664c9d619ad8660545
102903258,screened,True,6,19366,3866,15500,11.99,25.63,b7189dc0714211ccede19822a0ac6d5b151559fb5b44560ed05aefe12da9431f
103199821,screened,True,5,16360,6695,9665,13.1,31.41,0b23c4e5f62edd34760e13439b27265a4181acee67151128aef4123cef489791
103245015,screened,True,4,12823,6549,6274,12.71,11.65,e8007a410b6f6ea278087f7be593d92bf66cf72d4a5213d021b9ec5e14bc2739
103298945,screened,True,5,15630,6276,9354,12.43,30.11,e9bfc460012f2d3bacc7f4f8f61c7984c12174ceb7af724b31da4006a2c58f78
103581155,screened,True,8,26235,7472,18763,11.49,16.06,2052de6cdbb22fbc374cd0f048f665a94190dec5e24f2d601319f2fe036279f6
103632048,screened,True,7,23960,7472,16488,11.7,17.17,3248c9a544dcb954711ba079b9ee3208aa514673c826003e6b28058c4ca5501a
105513234,screened,True,2,6683,3716,2967,13.65,29.76,db28aec6b2ca599aca5308b69b06dd51d74647e914e5d1c7c269d3dc50d22295
105577069,screened,True,2,6597,3703,2894,12.85,21.2,f527dd239ae1fcf3182da908db9cd4b085c2213f3da40c1a9d4e6675463b464a
106504397,screened,True,3,10131,3668,6463,12.76,16.91,972416c159a626a3f9d5f2ca270d29b2308231411578cd11dc7f346fc9ad33d5
113425376,screened,True,3,8893,3187,5706,13.95,28.58,b292e6ed4cf78ca7a8e5bafe7f3f7bbe4a927c14751d61d9e0dfb214a9c670f3
114504403,screened,True,2,5650,3140,2510,13.99,27.62,2475ebeb21627547fcac7ffd590f1fdcb4ba984ea9c88a5b4a4364f0fd6749d7
115172395,screened,True,5,14805,7763,7042,12.55,25.04,03bb21bbe641a1b25acd96418f17ee2e36f963e2af40c02e516bfb831abc48bb
115287939,screened,True,4,12514,7073,5441,12.48,29.62,96763aad10878f0a34d5f7a54ef57358d44bb54c2b8fff06280870d6f9bde305
115656691,screened,True,2,6057,3540,2517,13.77,20.96,fcac7036662486a429c9b177df5f830098cecceda6d70317cba96e9c5ea4d4dc
116244652,screened,True,5,17351,6826,10525,12.54,14.76,4976709d5c8c18b8a124dc979631e230f1027e8f0f9ba0079b5e9f16b8c08ef2
116281239,screened,True,4,9472,3040,6432,13.31,38.96,f72386652ed5be7c69e4247833fe619d8d036574323ee55bf53ce41ec166bfe4
116306164,screened,True,3,8523,3108,5415,13.28,34.95,ef5f74314a44c8b0eebfcc0febbafb11b707d5d241756ee2b7ebddebf7ad6fbc
117123283,screened,True,5,16059,12608,3451,13.96,31.31,8f1b14015f8be33dc88c58a78cc57cb8c61c20f3291380d631614d1e61f7b6d0
117489874,screened,True,2,6743,3870,2873,13.82,28.36,118b72b491355712ad827fc8c22275e48bfaa2b3d6b08744dd687a8a7b17e463
117817258,screened,True,3,8671,6065,2606,13.12,27.99,abb8213846cf2cc89ab35459add896259811502966fcb45caaa7d003d9589b4b
118539745,screened,True,3,8620,8620,0,13.85,40.69,bd6a8c02de9fb86d0944aec9fbbffe4351c840929cb2d86f27365e7780707579
11914170,screened,True,4,12552,5227,7325,13.38,30.28,d2898e2aa12658fd333c474c607e169e49af2aca88e635decd3243b36b52147b
120609299,screened,True,4,12772,3665,9107,13.34,24.44,498077b3bb75082b3b371cb93078adff5e7b43b7138dd08e6e16d602a5898514
121305264,screened,True,3,9337,3590,5747,13.33,22.41,be336a157f8004431c291d909629662281d6d2bafba70444c7dd857d74a77b03
121593546,screened,True,2,6854,3449,3405,13.95,30.99,788f9b40904c738dccdaf74a18a5991608ded1b182be129080950dcdfcdf3298
122136861,screened,True,5,18362,7464,10898,13.24,20.94,7dc0297672d09a0999aed04723b9c065abd98a2d6f6fccd203d1ec0181c1fcda
122669742,screened,True,6,20602,6283,14319,13.52,31.21,1d8c460077ddcd7f0c2fa0d93b7e9e9dc544e8f5f74a425c27ea760c7c03611b
122832965,screened,True,5,14360,8335,6025,13.19,27.6,4c4e8efd61869768678237dc6ad90be03b48e67bb22cd424b7f0f37fcb3fa768
123013596,screened,True,9,28071,8387,19684,10.49,15.55,a07826cdc856aef32f1ea223712c57e25782033e2245d83815d3a1711c6f4450
123096698,screened,True,2,6818,3432,3386,13.91,37.48,1a56af9aa7d7631f1c6f0ab03efa7e6f69c94f7efb79fa9a1af5919b21c9157e
123480394,screened,True,6,17754,5777,11977,10.58,7.99,979f71c6056c216e6e56d6ede2fb1b19b6053af0077e30ab8cc324aaa1313622
126319133,screened,True,4,12732,9286,3446,13.46,24.41,2023c35616331dcf3e448ca1481f60a1e2b60d6490bee63d5425d767c1b47e81
129365196,screened,True,4,12200,5759,6441,13.24,27.48,e42df865a4760789032ec4bdf14fbd69ad6b000b52a185dc3276923831d9dfb4
129810476,screened,True,4,12073,6605,5468,13.01,34.9,5b98aefd33f32348e5e908c87a9122cdcf65a5ca3acbce5068aeef9645b7a663
130093212,screened,True,4,12184,5767,6417,12.51,26.87,7860090585f8112c131ca900804639dbf14d8f806e3efdd6b1f0d96402a3c1ec
131799991,screened,True,6,18512,5987,12525,12.02,12.48,db806a3cd6b982c6c8496dd83c53f982f73cfbc90c484928dadcaae44c4f835f
132157954,screened,True,5,16472,7042,9430,13.72,27.99,1e3a0f6245ff8de8c3c9f9dc66de12066a9c1275e45208d6b22eb0f6f85e9db2
13238985,screened,True,3,8235,5225,3010,13.95,45.56,046da479100b0efc0e9658b24fc3eb186542a362942902192d9582433d1628a3
132767357,screened,True,5,14927,6037,8890,12.79,31.34,47eec7d98a41ae829a086b8aa30b810d9305f3fc773000bb7cc0a5b5fe310f15
13385270,screened,True,5,16458,7414,9044,11.79,23.6,da2ad4a8b03d0971271cd23d50103185ebffd34f51bf8f014fd0231b1c88ad7e
135140399,screened,True,2,5821,3187,2634,13.28,21.98,df08caae0352a0e57a84f40fe5b4f098cbe2226c2fff69204c1a589406ba63b4
136403599,screened,True,4,11760,5286,6474,12.72,27.37,f9456cc4e705f856cd34a99b6dfcbe063073bbf30f64aa094187e666f89a3ba6
136945631,screened,True,2,6750,6750,0,13.85,36.27,26aff48cb64b09f881694a21285ddcd999eb8e4fcce2f1f6bf56a2e04ddc4071
136995130,screened,True,3,9089,5912,3177,13.29,34.49,8f1d0e5ef0e063da2e7e5e3a84d8916309a3f03113bcd4e8a9583daa2b4c3415
137025855,screened,True,4,11234,5711,5523,11.39,12.19,9ae5f73e919bf979b0f0ec2f1b48b3f208350751281c14e3b6c7875fd6f3c73e
137158728,screened,True,7,23231,6893,16338,12.51,33.43,6ae0f40f6032f9ece3f2ee139238ab401a80acab1edacd5f9ba2c1bb6ed376e6
137499354,screened,True,6,19473,3866,15607,13.04,32.66,df7d088982443ea8c63a9e2d5845ef893916df5842db266639d4140cbacd8fbc
137605535,screened,True,6,20118,3866,16252,13.51,29.08,2d35fb9d264e2c377a110c7a9c2ca6896dabcb4e9842830074361c066fd332e3
137649696,screened,True,4,12526,7020,5506,12.08,15.58,3bad29361bb0d5d789eb40133e3514ad67a4e83b77dee101a6f0f7c57623504a
137726810,screened,True,5,16258,6185,10073,13.33,29.23,b5bb435635a5b346dd0205782e3ebba0e81409bf6ca5a72a627ef1bf4acbc7d2
137729107,screened,True,6,18192,6180,12012,11.99,17.05,a789d25cbf61a94cdafbdd83f8e7dfe6639c4e8169772859a2f02926056ddf92
137833304,screened,True,3,8872,3310,5562,13.77,46.6,a8273da76909f3947dd43d251070433583f5f1562b6e05c76ed81481724ac8b3
138073313,screened,True,6,20420,6830,13590,13.86,36.4,5401f66f2c071c2d3203190e0b1ff5ac0f2688f5bdc4e7dfb9b4fb5687e15c2c
138471034,screened,True,8,25550,6747,18803,12.13,27.86,1366f19f9eb9aa52048a902b3384d060f3fc914b31306b8208cfff921d1634a4
138560336,screened,True,5,16682,6445,10237,13.85,29.09,f7f7e91ef17f04fcb3b19b1f4e76ea6e05567e970fa179606098c555d8ab8b77
138579249,screened,True,5,15904,6399,9505,13.83,37.0,c19d6b334a0166c77a643c2df3c206b66e8763793d662ff9ddae64a0f6d2a765
138618648,screened,True,5,16115,6473,9642,14.0,49.93,796d10cb41d2a3a07193a9a0f48baaad99147e7f1441703c6ae1f7c1c7eb8c9e
138649216,screened,True,5,16826,6414,10412,13.16,32.71,2e37ff556132d43cfc04d01bf415f49c891717806f06d12bae82dcd3962aa88c
13955081,screened,True,4,13002,6696,6306,13.29,29.55,1e85e0a7e9b1a11d49f18b0c57bf8e90403f0851ff524488f3c1459e651140b5
139693738,screened,True,6,18214,6492,11722,13.02,32.86,23e8f9bc0496f326072f9cc1ec753513a4c61ca6f9af8e18e600a2edd224c0f2
140689204,screened,True,18,55621,27737,27884,13.9,36.23,f30522be83771704edc8280758fb72e8ff1c1ee1fdda5074394b80e39e18f299
141029712,screened,True,18,57588,27832,29756,11.54,27.04,21711256cf8ec682549a5891ef4cbdd66248e9cadc90b9dd28040b7fee335ced
141154638,screened,True,18,59845,31744,28101,14.0,25.9,95ecc0a1ac780c5797a0d10bc416e04660783d38eee1b9834ae46a582c4047a1
141209440,screened,True,4,11352,5403,5949,14.0,36.22,6fea56c7385387c2e6d9a07aa7405498cde25a9749ddf1884c182aa9692391ee
141247467,screened,True,6,15215,5465,9750,11.59,25.03,176dbba309e0a393c162eff5b8ba0f53701b22b83f86873f3e3407a61f0c4eff
141433914,screened,True,7,22907,6553,16354,12.94,32.07,92b0e9fdf6b1322e438efb95f171636836b24200525a4d8209fc0a0b8a50e0ca
141676416,screened,True,8,25936,6786,19150,12.48,26.84,f3b70d205505aa1712dc25e6870d84ba1c766cabee403f99d195c546a05bdc08
141821609,screened,True,5,15047,6495,8552,12.59,26.17,03f9fd8a2e9887c153f5bac24752038860d365f22f121c63b6687da372132a25
142086812,screened,True,18,57363,27721,29642,8.2,8.84,12015edde73eddfd75ff63f6d2f258078268086899cfd2e3e90dfc9a5fbe293c
142086813,screened,True,18,57470,27815,29655,8.97,8.84,fa6d7cac13d5aa8ca6e0e6f30464d639c8afac7eb4616b9e282e2daf89133106
142319503,screened,True,7,22187,6635,15552,13.3,33.66,ad29b3d12b51bbc2ef8c1f5f26c3a3ddda4d1d489b44a43b5bbeb65b2e3a1198
142439770,screened,True,7,23351,7106,16245,13.46,35.85,c99435f88b17d3b8dfbae38b3be9ce3fe259b92fc297d6ecbc0f6c69edca1c0f
142439883,screened,True,7,23159,7096,16063,8.86,11.87,471b9e5e9c358637512f751a0792e0bf87dfc677d0ef15b70e0d9ddca5bb0bf5
142442450,screened,True,7,22991,7174,15817,12.61,29.39,f62a2965befa93fa6bfd18a0569a5f2ffefe3a61ed6e2f2f34d76fd334b7637e
142563406,screened,True,8,27033,7156,19877,12.31,33.82,a7001188b8d5403960fa5d1f9b190b2756cd0bdc7492a568174aac64e4903afa
142738700,screened,True,7,23768,7249,16519,10.64,18.35,f546259eba5e1904918f4ddec117703825606309ab0187c5bcf747987f3c6926
142808731,screened,True,5,15863,6208,9655,12.5,30.86,7212ef1130148cf0e5f2e96ab97eff6812bb45b5491e5af220ce70b0f619bc3f
142940412,screened,True,5,16680,6468,10212,12.01,17.53,d5c8e2db27efce7bb6afa5ffffb54a1df336dec2b74e990ff75a7ef8dba987c2
142963210,screened,True,7,22160,6885,15275,10.42,15.45,1871a56e5a281e4d01188f4e9c944473640f6cbcbb271368636e81cdabf06b88
142979644,screened,True,8,25088,6865,18223,11.62,17.38,f36fe967bf2616237bf2e4a65fc1fb93505b5c2c2db79691931b48ad63d267b9
142980026,screened,True,4,13423,6311,7112,13.43,35.73,f9861626c742c568dd85645edc1f4211f4e73a915f06cf0e7af15492d151426c
143394037,screened,True,6,18123,6340,11783,13.32,36.96,b963e1e0dc22d59fb3f17f1116978fa043ea49627b78461f2d54c7efea1dc83c
144143255,screened,True,3,9583,6294,3289,13.05,35.08,cd8002a7caaa5b1e5a350e4cfc0b13000f613792c03fea79f155b4942f86fbb6
144654557,screened,True,6,18794,7158,11636,11.08,14.56,9fa93a17db3d7b498e3d8624e7bfc83e4faeb68f521bd3a14b8b2b274ecdc5b1
145284936,screened,True,5,14850,6002,8848,13.49,36.38,29d26ec4d2f823651d7ca1b7565fe86dffd111ff76be0ac3b59f54189a5a7867
146428154,screened,True,4,12589,5874,6715,13.43,25.48,223f72dc2b4048a6a234cd574f977a9f91178a9a98f210599a4f6bf51ea452d0
146730512,screened,True,4,12062,6582,5480,13.68,41.16,2c81e191bf56eec3486cb00b5a1b53a4446bf9bcba2a1c5291b32258c436472c
146837940,screened,True,4,12573,5846,6727,12.84,29.76,fdf145ae309f4e9a373d284b348a084d5daff9d5b399fa7fe864a37002c8f2fa
147207061,screened,True,4,12197,3659,8538,12.75,16.91,3ed862a35adb8b333afe807e9c77c188d027c3c06553100e747e68c9b8e6a36c
147671245,screened,True,6,20430,7076,13354,13.78,37.93,676b1103eb85c568e61d1399490bc3d590b3f2e7b2d29f3a1e7b07ba9a452793
147680159,screened,True,6,19997,6930,13067,11.5,24.91,d51b981ae27f1c876114d3425e664d56afbb6f5d1a2a5f2b62c73a39941e403e
147948928,screened,True,2,6067,6067,0,13.72,38.5,4aabd57ae71029e45e5f6a52b54141e8ff233b2fcf386964306e2b9cae84ec82
148359442,screened,True,3,9178,3573,5605,13.46,20.69,5a1a27e0afc2076c15af9f151b427c007fd73477ea8bb86d99421edec7662a8d
148497173,screened,True,3,9226,3147,6079,13.77,27.91,447052ef8a2850b38b36812080d5c09258e55900fa89e2cc32b9b60dc6dcddd1
148781504,screened,True,4,11034,5042,5992,13.98,46.6,7d2b174a592d4d684868f9b02a41c8043662b3d329eae4b35e963ff24e85fb5e
148909368,screened,True,6,20426,6587,13839,10.28,19.56,b2bccb05ad161368c1d266f275af43949f52ad494e5fc9a6d7eba36a5a3535c1
148968978,screened,True,7,23672,6856,16816,12.24,23.18,9c9015af7490d98a2f706d8f57e12236e9f885101b70849a2428b0622f3fe983
148969057,screened,True,6,20107,6820,13287,13.79,39.12,e87406a491e47d97f06d2d8cea15abefb929d2907e998dd53255b1b7097e48da
149415767,screened,True,5,15917,12459,3458,12.73,18.8,34cf43be4ae6b5d0881b9fbe59a1f57405c09d62c5dc4536892d7bd2c3352595
149423103,screened,True,18,57522,27494,30028,11.88,17.09,9d0127c1d196a9dfeb811a03ea86bf55e0a0fd4d4ae0978e90ec7bd5d8fceaad
149470658,screened,True,3,9654,6491,3163,13.59,27.99,988d9f513912d60e4ed574b50c6a0e4528ddce24167b3a314558af9ab3d54d68
149927512,screened,True,6,17524,4215,13309,12.18,28.3,c09cc7facfa8d49c3e9765b35faee0f240fa785292cf710b79edcb0c35bbc855
149988104,screened,True,18,54660,27160,27500,11.12,20.28,b5285ab97d0f4565adab4daa983a9285b767c8357b8f5765b793a2570bd715d3
150100106,screened,True,18,56890,32090,24800,13.63,36.32,ae4b92c414aff7b9d17dad4adffa88568cc6edcd296f13f34d3aa3b7fbc24941
150342546,screened,True,4,11887,5816,6071,13.03,33.39,ceca2de8e4405ae12aaf5ed222baa432daad6606179ccfd49015a8b317945f8d
150359500,screened,True,18,34643,19106,15537,9.75,13.44,fea9933a9088255b0b87698c8b4c98786dd38e0cdd20b4f57af13d47289ff3c2
150362418,screened,True,4,11220,5485,5735,11.35,24.61,8d234332ed76e1384598db4d7ba5f9a2fd6846d9a18c13dff364111a18f934d8
150387899,screened,True,5,14268,5630,8638,13.15,24.56,1b421d38e05dc9b96f1ee1df1d9dd8d925c7b1ae0631db288dedad2c93139ec5
151827657,screened,True,4,12616,5890,6726,12.6,32.21,1b42100702bbb33e8252bed1454952dfa6aa83316e9263f0f379f641e8519e5d
15231995,screened,True,3,10222,3867,6355,13.34,23.81,c679f747be442a6f836dea1226eb5a250dd9f339cc5dd2587098821bad8ebee5
152475404,screened,True,3,10751,6140,4611,11.25,14.68,bbcd774933cebf3637bb96a290f513a241e62a5e037b5344ebce2f0273ab59cd
152851749,screened,True,6,17860,5511,12349,12.92,17.58,7714a3d19461a38ef9158c82956a97a0f1d7eeba92f435e83d1743a64d74c2fc
153949589,screened,True,5,16904,6664,10240,13.53,39.29,a1b656f372da450850f7f1b4b2f462198857b16ea129549760af17fe80b04349
153977439,screened,True,8,25458,8915,16543,10.79,20.42,4baf4c4bb0697cfe4ddbacfb1a614a978d395aafd5c044c22d9820cce389e32b
154070383,screened,True,8,24953,9467,15486,12.44,16.24,23bba24dd806f1c4032244f755f8ae48eaaf04e77cc2746a570edd52a9398dd3
154090326,screened,True,8,25394,8675,16719,13.28,39.43,0dfaf8dfe4df06c33e4fb56f4681b0d7917908390eac9e01abcb1c16c47b3530
15420746,screened,True,2,6139,3681,2458,13.96,25.89,ddc30f9002201aca3466f331a3a70ed4a95dd932a925816e9170f2a92edd0321
154341239,screened,True,8,25927,6820,19107,10.35,16.84,3d0de5cfd36bb797b8557201e66300dc983337a113a3ded649b8913fa01a856f
154567574,screened,True,9,30004,7228,22776,12.95,24.12,217e4c8622902ef195bb3793c5e7a8cfae3b93fbe6b864387229f4922d3cfc8f
154998483,screened,True,5,15881,12423,3458,12.88,17.62,3422567a9046aac43e619f6999de02f6424649b830746ddb533f5996ffd44838
155441032,screened,True,4,12190,5748,6442,13.14,30.21,d10faa551508d26920df9c123e5fbce58e586a1a96e3604ea05c97d28b80d7d9
155894324,screened,True,8,26841,7455,19386,13.56,34.73,e78c3fbbd6e0d0d7a89712c2583605e76be3b03feaa698674af5ee59caa31cd9
156004616,screened,True,4,11446,6726,4720,13.73,35.8,e6be56bde1b262851f2b1b7b60c4c21da182bd2c219fe2e93b9b16bb472288d7
156152778,screened,True,9,30766,7368,23398,13.06,25.64,6548329100c0ae588849ab0df48707373c0f10f5ff407e23997d30ef5f2826a0
156152779,screened,True,8,28303,7370,20933,13.07,25.74,867a6bbc7daffec6b765b3144dfa1e8814ba17624de85558f0096f5200a660a7
156171605,screened,True,10,33652,7340,26312,13.86,25.02,7277f84d73e1c97c006cfb58fc0fd00fa990f81e2d989623292f59dc6b3b4398
156462029,screened,True,10,33034,10477,22557,13.7,41.59,88e031467da39458241b154374dafaa303df7b3f2c124194c931939465919f34
156491690,screened,True,11,36351,13779,22572,11.45,14.52,6fd967b30b88533c031753630cfd243e8820765650b45a18158ca8614f162ba7
156495054,screened,True,11,37354,13920,23434,10.05,17.81,35fb99e5e7646d4fb5583c02eb487f5624a26da186c90fbbfd5a5587455df206
156495056,screened,True,14,44895,13920,30975,10.51,17.83,f593a3ecf3ac775a88c57bd7cb025cbd80310258e7efb6206c9a939be37df30b
157246219,screened,True,7,22883,6908,15975,12.4,25.01,5100a74eff1a7c71a3152a922cd4fd60ed8059112346f512f114a5660c5c459a
157631248,screened,True,5,15957,6751,9206,13.81,28.4,7beb4d586ebd1603cea889c9fe51b64f2d8a469626c9f38fb3eaf45d4cedfa97
157853745,screened,True,4,13848,6818,7030,10.86,12.49,b306ef2f791d00c51508eded79ccd8ebcdd23fdd8603845306aa30b4e47b09c9
157912382,screened,True,3,8394,6377,2017,13.65,36.91,e3cac7e01b3ffb62c9d077b91ffe99dad70d1a33e077e7ff4dff89880e613972
158014412,screened,True,11,36515,10418,26097,12.57,31.23,f4a45864d002058b2981f52226a0dcc0d9c7066cd2d6f57958f0675afc127869
158032985,screened,True,4,11087,5078,6009,13.35,20.85,35204aeb968d43b4c78c9d8835ce0629efa48a228d76d6ae43012eeb816812f9
158035258,screened,True,4,11060,5075,5985,13.53,31.53,ed7a9f256048dd123315f046736401748785d166a5a0ba3cff06c36b50e36099
158213116,screened,True,9,29862,9041,20821,11.4,20.54,fa0a238afff672e7159f888613573cbd3bb2cef28f2064f24cd71cb7ae2229f3
158319116,screened,True,6,21002,7472,13530,12.26,21.64,2c190b0714647b38bd70a9628eec5427b339aa641456aa3a174128b1772db714
158534472,screened,True,6,16740,6161,10579,12.7,19.23,cc8a36011ca319a0144cb4c65e636c8228bd75ab42075e1462833f4759a7221d
158710279,screened,True,3,10174,3866,6308,13.91,30.85,166b5f73decf24e18b4bc9bf23b5456ca7f31a1e99b8edf9b75c865e3cfdc0cc
159183511,screened,True,4,11914,5808,6106,12.78,28.34,832a068f178d27aa712d902ec51f12109ccec2945f98420bbbac22ea1ac060ad
159190480,screened,True,6,17128,5795,11333,11.69,25.35,cd27261182bd89315e9104ffae950b900dffa905ca9ee2e82a1b54eedc95f331
159210154,screened,True,3,9012,3377,5635,13.86,42.25,4f2446623e45c63a465fa10ca9813c7f382b56ce369685b72cab616d49e38646
159302845,screened,True,6,20785,7250,13535,12.69,32.42,f4f507932affe683c2e01690b78c1015b0ab89c3cd200fdbd9624adc4b4cd9c1
159505118,screened,True,7,23910,7457,16453,12.99,31.93,cd02c78080e27ebe3bd843737097bff228713d7c0cd5ef9d68c789af993495ed
159584661,screened,True,6,18446,5968,12478,12.97,23.95,12b58785151ac37a8ee5eaf81a7591f4558a911188d36eeb85aca48c137a71d5
159818290,screened,True,5,17364,6839,10525,13.25,34.39,5e429acab87e140d9d5887b2a372e3f02994553b4876f505a2e4efee7fe48f1b
160083748,screened,True,16,52256,17263,34993,11.66,27.8,0c9a9121ee42ebc90e4d99281e732c934c294742286ae9a7a818bec8e64162cb
160115906,screened,True,10,32900,6834,26066,13.35,38.57,bbd3d307ba470f88505cad2510f2ec494a0c768e1ae958c1555a4ef7f58cf406
160222231,screened,True,9,29628,6792,22836,12.72,27.87,49bde909e19c39145f510349b0a4768f186d3fec1daabac34657e847a4e17c69
160227297,screened,True,8,26827,7472,19355,13.13,28.43,db650e3f4c6953d87711243d63e97f3263ffb57c6cc73c8cc9299585e3e7f855
160228580,screened,True,9,30022,7213,22809,11.07,21.61,19d34d1931fe39d2bab9a345b0901c82aec5b939329632b94fe8cb505ef67102
160264738,screened,True,4,14867,6847,8020,13.76,25.06,a3bfc8fcf951710d0024014a727bb296be3e035edf98e3cfc6b7dd3e6a955ef6
160270470,screened,True,10,32072,7472,24600,11.46,24.71,0c8521ac0e97d6cb8789bc5e739c344578e55672cbf6457d3c6b94d2b39a687e
160491312,screened,True,18,54542,28110,26432,13.74,37.49,2676b5c07e6b53f23517ea4a8589e4625864e9472bcebb146ce209f7676e2516
160602790,screened,True,17,52940,33592,19348,12.54,29.7,a4fbb56e0427cdc59484928b8d4e35f058c39b3e192aaff4c0175617d1e8b060
161028382,screened,True,5,14549,6485,8064,13.44,32.48,26fd4a492092478085817634eb0614abc78717c1124b7d6a35887559534da7e8
161174284,screened,True,5,15532,9213,6319,11.88,11.91,09ab48f4fc6ef2778f5c890c895805e838bca407f3800473720d1cf9eec37c67
161174286,screened,True,6,18501,9216,9285,11.72,11.91,6856df9b12f5a55a82b54ec19236ebe6974dc662bb211a44a757d435a09fc687
161554904,screened,True,3,8884,5278,3606,13.12,31.95,60abdf1be89d94e64dcf1b4d3819ef4ea9781adf9b6359294f5489b81a4b1a9f
161614517,screened,True,5,15834,9162,6672,13.93,33.23,96f6344388573f67baff483584bfe2848dad02832a8c23fa610864be1809fa72
161725589,screened,True,6,17377,9986,7391,13.96,42.85,383adff8877c0946f22d3144802b953bc36945d6bceaf1bdbfd3e03b02c424f8
161746333,screened,True,7,20226,9370,10856,13.23,30.89,9bcf2f5f37b20813383fedb1b5d85195c458393b80447955c62e301089fbd156
162239797,screened,True,3,8587,5142,3445,12.89,24.25,9c0610163a0d2eb74aa845691c50df15a06be8f30bf396896b74938c30354d51
162337456,screened,True,3,9054,5164,3890,13.43,35.58,e092c0ff48d3d536dc68438f02d86a47095542b08d83a62433724ecbd70fab30
162462099,screened,True,3,9060,5165,3895,13.03,32.89,0be714e364f99e5e8271ec2b028d692ec1473eba64be0e5c32ef6c383954ed3b
1630433,screened,True,5,16029,3600,12429,13.36,22.76,88036b8c56e143f7dff86371b9c155a13b499df718317fd2541e1f7896038499
164644375,screened,True,9,25433,6044,19389,11.5,19.17,c41996e7265bf97328262ff411cfd59ce6352cbc3528f69f05c287fc95193f70
164829562,screened,True,7,24542,10043,14499,12.51,21.86,ea84c2e2edf9f176752ce739cee6461524d262618616933b82daa1f8529b1806
165122755,screened,True,3,9192,3672,5520,13.96,31.14,be5f0efd61b29a3c5109568ec50196c91d75c493dc8b0618f7cea7af372e1afc
165162636,screened,True,5,18079,6419,11660,13.12,20.85,8cbde2730244803689b07b6ddf7c74ddc7b4d18d50653c86214734763909cb16
165528645,screened,True,18,52439,27810,24629,13.67,32.55,6147e8e946d13adc3e1b7055f7deaf3aff3dac87441be91a70e976cb84f9e443
165530589,screened,True,18,54720,27910,26810,12.56,32.02,9e769cd9ab72cedd91b63ee88a5be49748b1462cac7d4be11f00c3f9c08364b5
165597292,screened,True,5,13995,6215,7780,13.44,39.09,f8d3d9a0bc745dec06ee6873f756c668c2b3de0e5a929c76958f0e26bc70f0b9
165599289,screened,True,5,13796,6138,7658,13.15,29.39,f793b60cf0556f5a4a1b691d199392c26b5aefc1f9a539c6efb417a786fc181b
165688799,screened,True,6,17153,7287,9866,13.41,36.54,8625fe0d924bc0bed9f4ac23f3a7029300d8dd434d5cb08e3e051376b363fa6e
165715382,screened,True,5,13772,6013,7759,13.83,34.5,a5b873224117df2c84aafae4533e794a24591d3818dbf2953e082ed78bc5ab12
165721554,screened,True,7,14753,6529,8224,11.59,23.04,9c32890a67e6e61eb18434e87f81970be9c673d11c295cfaa982aab562cea825
165830128,screened,True,3,8749,3439,5310,13.51,24.25,c5553285d1f1ae786d6f63088c956dd40e50a0382a497c0d997920e6f5edea17
165945176,screened,True,2,5351,2748,2603,13.92,20.64,ad397c95a54a6de8b02a135b4b669a7e85099e15930f6693e97c7603d583f407
165993932,screened,True,2,5329,2733,2596,12.14,14.1,6aeee1472cb974ea58905c81971bdd2bf0dd9eaf244088dc3c9c679ebece7a48
166004965,screened,True,8,25510,9430,16080,12.15,30.25,efbef8160603cbe9752598cb470d0e04c87f21023171d0b9d7b0733202ecb41e
166006493,screened,True,2,5126,2594,2532,13.29,21.41,8507642af7f0dc869a8985c9d309fbeb0812119df6e33620c0b37140aaae06f7
166012664,screened,True,8,25508,9434,16074,13.69,39.79,52cdc3b826c36299d861cc14b2cd98e5c10db22de2f2fb4166f4791de1cd93d5
166073877,screened,True,8,26255,9891,16364,12.64,18.92,eba18415739da011698fa0b5e5505675edf880a742f9f98c913097db70d8d61e
166088525,screened,True,4,11389,5753,5636,13.55,26.92,939e33a3289dd4af53d0994b2eb06af881e5453af49d0aa1d22e41bdbcbb8c91
166174962,screened,True,7,19539,7831,11708,12.93,16.43,9127e8de2f25d27e4ffa519f1c5d7a4865e459806fc254d09829b5202a9b2178
166650364,screened,True,2,6140,3104,3036,13.34,20.26,12196f307838c05c62b4fd4f8ef0c3c448fcba2f233cd76720fc47241a5141eb
166832907,screened,True,2,6118,3251,2867,13.82,23.8,29d7c835b2b67c45219dfd340997b6e12d472037847ec027bdc92f35f1a61de3
167010837,screened,True,18,53944,26651,27293,12.7,33.49,fb66a64a4db29cc02441aed9b0ac42869e07893840fbe849e5435ca1437942bc
167042097,screened,True,18,56927,30036,26891,12.46,26.86,93d9b67550cb17cc08423cea120f0301472a7f01fc73ccb5fe893b6d41bf1475
167460835,screened,True,4,12821,7615,5206,13.86,39.14,62b963bbce8d36e41c45fd35998854d267d94c5980ad134924437b0e3a5b83cb
167525513,screened,True,18,57919,30543,27376,13.32,24.52,04d70028c5640e7375df29c5957158ab3f9c26a72bcb6362dbf0c42715e4acc6
