id,tic,seed,period_days,epoch_btjd,radius_earth,depth,duration_days,status,recovered_in_top3,recovered_in_search,maximum_trial_fits,recovered_with_strict_holdout,elapsed_seconds
219223742_orbit0_radius0.8,219223742,20260910,5.498479036223525,1391.0620167047032,0.8,0.0029449997446145395,0.030064590773896557,finished,,True,2,True,25.617016999982297
219223742_orbit0_radius1,219223742,20260910,5.498479036223525,1391.0620167047032,1.0,0.0046015621009602185,0.030451532029470367,finished,,True,2,True,25.439582666149363
219223742_orbit0_radius1.5,219223742,20260910,5.498479036223525,1391.0620167047032,1.5,0.010353514727160493,0.03141889390706491,finished,,True,2,True,25.71420345804654
219223742_orbit1_radius0.8,219223742,20260910,19.565195396583086,1401.5049833637884,0.8,0.0029449997446145395,0.045896468085240255,finished,,True,2,True,27.144529666984454
219223742_orbit1_radius1,219223742,20260910,19.565195396583086,1401.5049833637884,1.0,0.0046015621009602185,0.046487106416606555,finished,,True,2,True,26.047145207878202
219223742_orbit1_radius1.5,219223742,20260910,19.565195396583086,1401.5049833637884,1.5,0.010353514727160493,0.04796370469965144,finished,,True,2,True,25.846163582988083
219223742_orbit2_radius0.8,219223742,20260910,5.524129101615398,1388.023670639043,0.8,0.0029449997446145395,0.030111255870717477,finished,,True,2,True,27.340418291045353
219223742_orbit2_radius1,219223742,20260910,5.524129101615398,1388.023670639043,1.0,0.0046015621009602185,0.030498797400964596,finished,,True,2,True,27.228112042183056
219223742_orbit2_radius1.5,219223742,20260910,5.524129101615398,1388.023670639043,1.5,0.010353514727160493,0.031467659924633365,finished,,True,2,True,22.835725540993735
232970271_orbit0_radius0.8,232970271,20260910,11.122066518606479,1873.2918296085445,0.8,0.00460156210096022,0.03295380763546203,finished,,False,2,False,11.807624999899417
232970271_orbit0_radius1,232970271,20260910,11.122066518606479,1873.2918296085445,1.0,0.0071899407827503425,0.03347718062250769,finished,,False,2,False,11.942513833986595
232970271_orbit0_radius1.5,232970271,20260910,11.122066518606479,1873.2918296085445,1.5,0.01617736676118827,0.03478561739160127,finished,,True,2,True,11.268867667065933
232970271_orbit1_radius0.8,232970271,20260910,3.5480246231507984,1871.5512349177907,0.8,0.00460156210096022,0.022518320076985954,finished,,False,2,False,13.352956332964823
232970271_orbit1_radius1,232970271,20260910,3.5480246231507984,1871.5512349177907,1.0,0.0071899407827503425,0.022876007070467753,finished,,True,2,True,15.842459082836285
232970271_orbit1_radius1.5,232970271,20260910,3.5480246231507984,1871.5512349177907,1.5,0.01617736676118827,0.023770238046905465,finished,,True,2,True,15.591171707957983
232970271_orbit2_radius0.8,232970271,20260910,6.077102774344157,1875.5910554006823,0.8,0.00460156210096022,0.026941368892260606,finished,,False,2,False,14.829254874959588
232970271_orbit2_radius1,232970271,20260910,6.077102774344157,1875.5910554006823,1.0,0.0071899407827503425,0.027369273117487262,finished,,True,2,True,15.531148083973676
232970271_orbit2_radius1.5,232970271,20260910,6.077102774344157,1875.5910554006823,1.5,0.01617736676118827,0.028439041554719144,finished,,True,2,True,13.382644792087376
397098265_orbit0_radius0.8,397098265,20260910,8.664555698039036,1991.5995771222922,0.8,0.0026996941977566525,0.0359550637757321,finished,,True,2,True,17.286991208791733
397098265_orbit0_radius1,397098265,20260910,8.664555698039036,1991.5995771222922,1.0,0.004218272183994769,0.03639907314446539,finished,,True,2,True,15.515259832842276
397098265_orbit0_radius1.5,397098265,20260910,8.664555698039036,1991.5995771222922,1.5,0.009491112413988232,0.037509102103315754,finished,,True,2,True,15.370701999869198
397098265_orbit1_radius0.8,397098265,20260910,7.868063968787237,1987.3973518212829,0.8,0.0026996941977566525,0.034817921530500257,finished,,True,2,True,15.537899374961853
397098265_orbit1_radius1,397098265,20260910,7.868063968787237,1987.3973518212829,1.0,0.004218272183994769,0.03524789286038609,finished,,True,2,True,15.550579458009452
397098265_orbit1_radius1.5,397098265,20260910,7.868063968787237,1987.3973518212829,1.5,0.009491112413988232,0.03632282728293055,finished,,True,2,True,15.570188499987125
397098265_orbit2_radius0.8,397098265,20260910,9.417538153632051,1990.2433385976308,0.8,0.0026996941977566525,0.036967666303533514,finished,,True,2,True,15.783958000130951
397098265_orbit2_radius1,397098265,20260910,9.417538153632051,1990.2433385976308,1.0,0.004218272183994769,0.037424176614689914,finished,,True,2,True,15.658624791074544
397098265_orbit2_radius1.5,397098265,20260910,9.417538153632051,1990.2433385976308,1.5,0.009491112413988232,0.03856545748669501,finished,,True,2,True,15.687002999940887
